20231221-162854 | XA 00000 0 964 001038998188
20231221-162854 | XA 00000 0 964 001038998188
20231221-162854 | XA 00000 0 964 001038998188
20231221-162854 | XA 00000 0 964 001038998188
20231221-162854 | XA 00000 0 964 001038998188
20231221-162855 | XA 00000 0 964 001038998188
20231221-162855 | XA 00000 0 964 001038998188
20231221-162855 | XA 00000 0 964 001038998188
20231221-162855 | XA 00000 0 964 001038998188
20231221-162856 | XA 00000 0 964 001038998188
20231221-162856 | XA 00000 0 964 001038998188
20231221-162856 | XA 00000 0 964 001038998188
20231221-162856 | XA 00000 0 964 001038998188
20231221-162856 | XA 00000 0 964 001038998188
20231221-162857 | XA 00000 0 964 001038998188
20231221-162857 | XA 00000 0 964 001038998188
20231221-162857 | XA 00000 0 964 001038998188
20231221-162857 | XA 00000 0 964 001038998188
20231221-162900 | XA 00000 0 964 001038998188
20231221-162900 | XA 00000 0 964 001038998188
20231221-162901 | XA 00000 0 964 001038998188
20231221-162901 | XA 00000 0 964 001038998188
20231221-162901 | XA 00000 0 964 001038998188
20231221-162901 | XA 00000 0 964 001038998188
20231221-162902 | XA 00000 0 964 001038998188
20231221-162902 | XA 00000 0 964 001038998188
20231221-162902 | XA 00000 0 964 001038998188
20231221-162903 | XA 00000 0 964 001038998188
20231221-162903 | XA 00000 0 964 001038998188
20231221-162904 | XA 00000 0 964 001038998188
20231221-162904 | XA 00000 0 964 001038998188
20231221-162905 | XA 00000 0 964 001038998188
20231221-162905 | XA 00000 0 964 001038998188
20231221-162905 | XA 00000 0 964 001038998188
20231221-162905 | XA 00000 0 964 001038998188
20231221-162906 | XA 00000 0 964 001038998188
20231221-162906 | XA 00000 0 964 001038998188
20231221-162906 | XA 00000 0 964 001038998188
20231221-162906 | XA 00000 0 964 001038998188
20231221-162906 | XA 00000 0 964 001038998188
20231221-162907 | XA 00000 0 964 001038998188
20231221-162907 | XA 00000 0 964 001038998188
20231221-162907 | XA 00000 0 964 001038998188
20231221-162908 | XA 00000 0 964 001038998188
20231221-162908 | XA 00000 0 964 001038998188
20231221-162908 | XA 00000 0 964 001038998188
20231221-162908 | XA 00000 0 964 001038998188
20231221-162909 | XA 00000 0 964 001038998188
20231221-162910 | XA 00000 0 964 001038998188
20231221-162910 | XA 00000 0 964 001038998188
20231221-162910 | XA 00000 0 964 001038998188
20231221-162915 | XA 00000 0 964 001038998188
20231221-162916 | XA 00000 0 964 001038998188
20231221-162916 | XA 00000 0 964 001038998188
20231221-162916 | XA 00000 0 964 001038998188
20231221-162916 | XA 00000 0 964 001038998188
20231221-162917 | XA 00000 0 964 001038998188
20231221-162917 | XA 00000 0 964 001038998188
20231221-162917 | XA 00000 0 964 001038998188
20231221-162917 | XA 00000 0 964 001038998188
20231221-162918 | XA 00000 0 964 001038998188
20231221-162918 | XA 00000 0 964 001038998188
20231221-162918 | XA 00000 0 964 001038998188
20231221-162919 | XA 00000 0 964 001038998188
20231221-162919 | XA 00000 0 964 001038998188
20231221-162919 | XA 00000 0 964 001038998188
20231221-162919 | XA 00000 0 964 001038998188
20231221-162919 | XA 00000 0 964 001038998188
20231221-162920 | XA 00000 0 964 001038998188
20231221-162920 | XA 00000 0 964 001038998188
20231221-162920 | XA 00000 0 964 001038998188
20231221-162920 | XA 00000 0 964 001038998188
20231221-162921 | XA 00000 0 964 001038998188
20231221-162921 | XA 00000 0 964 001038998188
20231221-162921 | XA 00000 0 964 001038998188
20231221-162921 | XA 00000 0 964 001038998188
20231221-162921 | XA 00000 0 964 001038998188
20231221-162922 | XA 00000 0 964 001038998188
20231221-162922 | XA 00000 0 964 001038998188
20231221-162922 | XA 00000 0 964 001038998188
20231221-162922 | XA 00000 0 964 001038998188
20231221-162923 | XA 00000 0 964 001038998188
20231221-162923 | XA 00000 0 964 001038998188
20231221-162923 | XA 00000 0 964 001038998188
20231221-162923 | XA 00000 0 964 001038998188
20231221-162923 | XA 00000 0 964 001038998188
20231221-162924 | XA 00000 0 964 001038998188
20231221-162924 | XA 00000 0 964 001038998188
20231221-162924 | XA 00000 0 964 001038998188
20231221-162924 | XA 00000 0 964 001038998188
20231221-162924 | XA 00000 0 964 001038998188
20231221-162925 | XA 00000 0 964 001038998188
20231221-162925 | XA 00000 0 964 001038998188
20231221-162925 | XA 00000 0 964 001038998188
20231221-162925 | XA 00000 0 964 001038998188
20231221-162926 | XA 00000 0 964 001038998188
20231221-162926 | XA 00000 0 964 001038998188
20231221-162926 | XA 00000 0 964 001038998188
20231221-162926 | XA 00000 0 964 001038998188
20231221-162926 | XA 00000 0 964 001038998188
20231221-162927 | XA 00000 0 964 001038998188
20231221-162927 | XA 00000 0 964 001038998188
20231221-162927 | XA 00000 0 964 001038998188
20231221-162927 | XA 00000 0 964 001038998188
20231221-162928 | XA 00000 0 964 001038998188
20231221-162934 | XA 00000 0 964 001038998188
20231221-162934 | XA 00000 0 964 001038998188
20231221-162935 | XA 00000 0 964 001038998188
20231221-162935 | XA 00000 0 964 001038998188
20231221-162935 | XA 00000 0 964 001038998188
20231221-162935 | XA 00000 0 964 001038998188
20231221-162935 | XA 00000 0 964 001038998188
20231221-162936 | XA 00000 0 964 001038998188
20231221-162936 | XA 00000 0 964 001038998188
20231221-162936 | XA 00000 0 964 001038998188
20231221-162936 | XA 00000 0 964 001038998188
20231221-162937 | XA 00000 0 964 001038998188
20231221-162937 | XA 00000 0 964 001038998188
20231221-162937 | XA 00000 0 964 001038998188
20231221-162937 | XA 00000 0 964 001038998188
20231221-162937 | XA 00000 0 964 001038998188
20231221-162938 | XA 00000 0 964 001038998188
20231221-162938 | XA 00000 0 964 001038998188
20231221-162938 | XA 00000 0 964 001038998188
20231221-162938 | XA 00000 0 964 001038998188
20231221-162939 | XA 00000 0 964 001038998188
20231221-162939 | XA 00000 0 964 001038998188
20231221-162939 | XA 00000 0 964 001038998188
20231221-162939 | XA 00000 0 964 001038998188
20231221-162940 | XA 00000 0 964 001038998188
20231221-162940 | XA 00000 0 964 001038998188
20231221-162942 | XA 00000 0 964 001038998188
20231221-162942 | XA 00000 0 964 001038998188
20231221-162943 | XA 00000 0 964 001038998188
20231221-162943 | XA 00000 0 964 001038998188
20231221-162943 | XA 00000 0 964 001038998188
20231221-162943 | XA 00000 0 964 001038998188
20231221-162944 | XA 00000 0 964 001038998188
20231221-162944 | XA 00000 0 964 001038998188
20231221-162953 | XA 00000 0 964 001038998188
20231221-162953 | XA 00000 0 964 001038998188
20231221-162954 | XA 00000 0 964 001038998188
20231221-162954 | XA 00000 0 964 001038998188
20231221-162954 | XA 00000 0 964 001038998188
20231221-162954 | XA 00000 0 964 001038998188
20231221-162955 | XA 00000 0 964 001038998188
20231221-162955 | XA 00000 0 964 001038998188
20231221-162955 | XA 00000 0 964 001038998188
20231221-162955 | XA 00000 0 964 001038998188
20231221-162956 | XA 00000 0 964 001038998188
20231221-162956 | XA 00000 0 964 001038998188
20231221-162957 | XA 00000 0 964 001038998188
20231221-162958 | XA 00000 0 964 001038998188
20231221-162958 | XA 00000 0 964 001038998188
20231221-162959 | XA 00000 0 964 001038998188
20231221-162959 | XA 00000 0 964 001038998188
20231221-162959 | XA 00000 0 964 001038998188
20231221-163000 | XA 00000 0 964 001038998188
20231221-163000 | XA 00000 0 964 001038998188
20231221-163000 | XA 00000 0 964 001038998188
20231221-163000 | XA 00000 0 964 001038998188
20231221-163000 | XA 00000 0 964 001038998188
20231221-163001 | XA 00000 0 964 001038998188
20231221-163001 | XA 00000 0 964 001038998188
20231221-163001 | XA 00000 0 964 001038998188
20231221-163010 | XA 00000 0 964 001038998188
20231221-163010 | XA 00000 0 964 001038998188
20231221-163011 | XA 00000 0 964 001038998188
20231221-163012 | XA 00000 0 964 001038998188
20231221-163012 | XA 00000 0 964 001038998188
20231221-163012 | XA 00000 0 964 001038998188
20231221-163013 | XA 00000 0 964 001038998188
20231221-163013 | XA 00000 0 964 001038998188
20231221-163013 | XA 00000 0 964 001038998188
20231221-163013 | XA 00000 0 964 001038998188
20231221-163013 | XA 00000 0 964 001038998188
20231221-163048 | XA 00000 0 964 001038998188
20231221-163049 | XA 00000 0 964 001038998188
20231221-163051 | XA 00000 0 964 001038998188
20231221-163052 | XA 00000 0 964 001038998188
20231221-163052 | XA 00000 0 964 001038998188
20231221-163052 | XA 00000 0 964 001038998188
20231221-163053 | XA 00000 0 964 001038998188
20231221-163053 | XA 00000 0 964 001038998188
20231221-163053 | XA 00000 0 964 001038998188
20231221-163054 | XA 00000 0 964 001038998188
20231221-163055 | XA 00000 0 964 001038998188
20231221-163055 | XA 00000 0 964 001038998188
20231221-163056 | XA 00000 0 964 001038998188
20231221-163056 | XA 00000 0 964 001038998188
20231221-163056 | XA 00000 0 964 001038998188
20231221-163057 | XA 00000 0 964 001038998188
20231221-163057 | XA 00000 0 964 001038998188
20231221-163058 | XA 00000 0 964 001038998188
20231221-163058 | XA 00000 0 964 001038998188
