4.1420894,-0.35583055,-1.1139573,13.0,0
4.626668,-0.39908576,-1.0721169,19.0,1
5.2928324,-0.45747828,-1.0326583,17.0,2
6.4569407,-0.5603671,-1.0265231,23.0,3
7.550472,-0.657925,-0.9305944,15.0,4
9.648298,-0.8424198,-0.84732807,47.0,5
9.985946,-0.8754132,-0.52534837,39.0,6
18.015875,-1.5825219,-0.31567913,90.0,7
18.205889,-1.5671972,0.3189602,25.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
4.158139,-0.3718355,-1.1186159,15.0,0
4.6214366,-0.41407833,-1.071217,17.0,1
5.283382,-0.47524735,-1.0311319,19.0,2
6.462917,-0.5824853,-1.0277746,21.0,3
7.5877895,-0.6865373,-0.9354692,12.0,4
9.647284,-0.87627393,-0.84750247,42.0,5
9.939229,-0.9045406,-0.5230456,48.0,6
17.928593,-1.63794,-0.31424803,14.0,7
17.929714,-1.6033385,0.31421313,25.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
4.1799664,-0.38776374,-1.1248276,15.0,0
4.6277246,-0.4309304,-1.0730166,17.0,1
5.21727,-0.4867469,-1.0185385,16.0,2
6.4392104,-0.60301554,-1.024333,21.0,3
7.6268506,-0.7169207,-0.9405877,8.0,4
9.610603,-0.90508485,-0.84453917,41.0,5
9.8882885,-0.9347185,-0.52053344,35.0,6
10.017479,-0.95045865,-0.17564102,16.0,7
17.886179,-1.6623992,0.31354994,16.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
4.1882024,-0.40327802,-1.1274159,15.0,0
4.6203737,-0.44651923,-1.071667,19.0,1
5.254621,-0.5087394,-1.0261708,14.0,2
6.450828,-0.62682617,-1.0265231,19.0,3
7.62035,-0.7431537,-0.9401002,7.0,4
9.617301,-0.9395953,-0.8454107,41.0,5
9.879004,-0.96864474,-0.52021945,42.0,6
9.988229,-0.98287463,-0.17518725,16.0,7
17.890219,-1.7257835,0.3137245,16.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
4.1771574,-0.41693574,-1.1248276,15.0,0
4.622665,-0.463033,-1.0725666,24.0,1
5.190303,-0.520806,-1.013959,18.0,2
6.4446707,-0.6489442,-1.0258973,17.0,3
7.6098094,-0.7689509,-0.93912524,7.0,4
9.582244,-0.9699496,-0.8426217,41.0,5
9.911329,-1.0067561,-0.52210355,29.0,6
9.97678,-1.016923,-0.17504764,22.0,7
17.961685,-1.7959808,0.31508574,33.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
4.181442,-0.43210998,-1.1263806,15.0,0
4.624897,-0.4795683,-1.0734665,22.0,1
5.245083,-0.54480237,-1.025026,24.0,2
6.4286127,-0.67000294,-1.0237073,17.0,3
7.5912848,-0.79385763,-0.93717533,12.0,4
9.584746,-1.004015,-0.84314466,35.0,5
9.939535,-1.0446873,-0.5237783,35.0,6
9.981123,-1.0525811,-0.17518725,32.0,7
18.299416,-1.8942888,0.3211243,87.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
4.179908,-0.4467033,-1.1263806,13.0,0
4.6231947,-0.49570927,-1.0734665,24.0,1
5.303663,-0.5696069,-1.0368562,27.0,2
6.4203424,-0.69180405,-1.0227686,14.0,3
7.675305,-0.829739,-0.9478998,12.0,4
9.513656,-1.0318338,-0.8372181,40.0,5
9.981496,-1.0843375,-0.52618575,29.0,6
nan,nan,nan,nan,7
18.280762,-1.9568768,0.32091483,8.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
4.1916833,-0.46350664,-1.130004,13.0,0
4.5981936,-0.50926995,-1.0680677,22.0,1
5.309344,-0.5899091,-1.0383826,27.0,2
6.415801,-0.71511227,-1.0224558,21.0,3
7.6920905,-0.85872823,-0.95033723,19.0,4
9.575336,-1.0723538,-0.8429704,41.0,5
13.829899,-1.553716,-0.72935396,63.0,6
18.271894,-2.05598,-0.32094976,20.0,7
18.263882,-2.0195777,0.3207403,8.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
4.167007,-0.47550717,-1.1237923,16.0,0
4.59436,-0.52589816,-1.0676178,17.0,1
5.307253,-0.6084386,-1.0383826,21.0,2
6.4348526,-0.7399857,-1.0258973,17.0,3
7.663255,-0.8839581,-0.9471686,15.0,4
9.470594,-1.0941101,-0.83408046,43.0,5
13.947398,-1.6162359,-0.7358436,42.0,6
18.899858,-2.1968172,-0.3321193,33.0,7
18.296091,-2.091046,0.32143843,8.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
4.1422987,-0.48734123,-1.1175808,20.0,0
4.592496,-0.5419323,-1.0676178,26.0,1
5.3011966,-0.6264998,-1.0376194,17.0,2
6.430269,-0.76221037,-1.0255845,14.0,3
7.589159,-0.9022658,-0.938394,14.0,4
9.393516,-1.1184462,-0.8276309,38.0,5
13.951589,-1.6660959,-0.736367,52.0,6
25.726181,-3.0813239,-0.45226166,28.0,7
35.23485,-4.151613,0.6192812,4.0,8
nan,nan,nan,nan,9
