3.7710028,-0.31931132,-1.0140531,40.0,0
4.431037,-0.37675786,-1.0266767,67.0,1
4.9491024,-0.42167744,-0.9654936,25.0,2
5.5699687,-0.47653547,-0.8854192,22.0,3
6.4298534,-0.55236334,-0.7923945,18.0,4
8.20222,-0.70606256,-0.720255,10.0,5
11.20479,-0.96846974,-0.58940756,52.0,6
21.207045,-1.8404584,-0.37156174,41.0,7
28.238213,-2.396047,0.49467102,8.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7660165,-0.3321332,-1.0130178,33.0,0
4.419989,-0.39136338,-1.0244272,64.0,1
4.937822,-0.43808296,-0.9635855,18.0,2
5.5485954,-0.49422282,-0.8822905,22.0,3
6.3804336,-0.57056093,-0.7865448,18.0,4
8.183829,-0.73326683,-0.7188605,14.0,5
11.213277,-1.0086495,-0.5900356,48.0,6
20.77031,-1.8756267,-0.3640223,46.0,7
28.257565,-2.4970665,0.4951597,6.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7725294,-0.34598276,-1.0150883,40.0,0
4.408893,-0.40589634,-1.0221777,58.0,1
4.9421277,-0.45585746,-0.9647303,16.0,2
5.5192995,-0.51103836,-0.8779104,20.0,3
6.354684,-0.5906248,-0.78361994,20.0,4
8.189157,-0.7625683,-0.7195578,14.0,5
11.189801,-1.0459261,-0.5889889,43.0,6
20.560896,-1.9254752,-0.360462,52.0,7
28.431875,-2.6125226,0.49837092,10.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7655292,-0.3585998,-1.0135354,45.0,0
4.401703,-0.41995928,-1.0208279,49.0,1
4.932689,-0.47235733,-0.9632039,21.0,2
5.568699,-0.5342429,-0.88604486,20.0,3
6.3566427,-0.61207503,-0.78410745,48.0,4
8.204292,-0.79287404,-0.72112656,12.0,5
11.104765,-1.075136,-0.58469737,46.0,6
20.378899,-1.9802151,-0.35739037,26.0,7
28.379261,-2.7026207,0.497603,11.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7547066,-0.37013713,-1.0109472,42.0,0
4.386636,-0.4339786,-1.0176786,39.0,1
4.925235,-0.48813128,-0.962059,24.0,2
5.5825257,-0.5552421,-0.8885479,22.0,3
6.356442,-0.63445723,-0.78435117,43.0,4
8.205584,-0.8204726,-0.72147524,12.0,5
11.204283,-1.1242615,-0.59014034,43.0,6
20.28233,-2.042323,-0.35581964,25.0,7
28.389555,-2.8036318,0.49795207,12.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7687666,-0.38481113,-1.0150883,42.0,0
4.371524,-0.44789773,-1.0145293,31.0,1
4.9371715,-0.50672364,-0.9647303,28.0,2
5.619853,-0.5787727,-0.89480525,31.0,3
6.3522143,-0.6564375,-0.78410745,30.0,4
8.18087,-0.8468538,-0.7195578,14.0,5
11.236049,-1.1670789,-0.5920244,39.0,6
20.203478,-2.105647,-0.35456312,19.0,7
nan,nan,nan,nan,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7674003,-0.3979642,-1.0150883,36.0,0
4.350555,-0.46110058,-1.0100303,24.0,1
4.9568477,-0.5262344,-0.9689281,43.0,2
5.592263,-0.5956662,-0.89073795,34.0,3
6.334093,-0.67691934,-0.7821575,18.0,4
8.1580515,-0.87328434,-0.7178147,16.0,5
11.082969,-1.1902972,-0.58417404,46.0,6
20.158228,-2.1720872,-0.35389993,19.0,7
19.993332,-2.115497,0.35093302,100.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7583065,-0.4102739,-1.0130178,42.0,0
4.310176,-0.472041,-1.0010322,15.0,1
4.9354653,-0.54139304,-0.9651119,46.0,2
5.6058574,-0.6169118,-0.89324087,44.0,3
6.329719,-0.6988074,-0.78191376,18.0,4
8.180698,-0.90460277,-0.72008073,12.0,5
11.009268,-1.2212696,-0.5805105,42.0,6
19.969666,-2.2223125,-0.35072356,18.0,7
19.95004,-2.1813612,0.3503047,65.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.760691,-0.42382306,-1.0140531,36.0,0
4.256219,-0.4811728,-0.9888849,13.0,1
4.9276924,-0.55795515,-0.9639671,40.0,2
5.6134844,-0.6375909,-0.89480525,31.0,3
6.3430195,-0.72269577,-0.78386366,15.0,4
8.1735325,-0.93270147,-0.7197321,8.0,5
10.88191,-1.2456092,-0.5740208,45.0,6
19.991589,-2.2954278,-0.35124713,18.0,7
19.918459,-2.248295,0.34988585,32.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7188911,-0.43226373,-1.0031826,25.0,0
4.186766,-0.48812827,-0.97313833,13.0,1
4.9530153,-0.5783403,-0.9693098,43.0,2
5.589643,-0.6546541,-0.89136374,22.0,3
6.3306007,-0.74367464,-0.782645,13.0,4
8.16429,-0.9605284,-0.7192092,8.0,5
11.091715,-1.3088652,-0.5853254,38.0,6
19.90005,-2.3553262,-0.34978116,25.0,7
19.908504,-2.3175786,0.34985095,21.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7192776,-0.4454722,-1.0037004,18.0,0
4.140536,-0.49739406,-0.96279055,15.0,1
4.972408,-0.5982055,-0.9735075,66.0,2
5.5951686,-0.67510813,-0.8926152,24.0,3
6.3102293,-0.7636216,-0.78045136,16.0,4
8.1668215,-0.9897403,-0.7197321,12.0,5
10.9701,-1.3333565,-0.5791498,53.0,6
19.862352,-2.4176795,-0.34925756,31.0,7
19.977726,-2.3963463,0.35121223,33.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7023613,-0.45656067,-0.9995592,27.0,0
4.129193,-0.5099276,-0.960541,15.0,1
4.978083,-0.61652404,-0.975034,67.0,2
5.632106,-0.6985213,-0.89887255,31.0,3
6.2859936,-0.7818478,-0.7777702,15.0,4
8.159364,-1.0177487,-0.71938354,12.0,5
10.559338,-1.3189783,-0.557692,100.0,6
19.83395,-2.4845119,-0.3489085,31.0,7
27.997627,-3.4525578,0.4924022,8.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.7161593,-0.47077802,-1.0037004,25.0,0
4.1312547,-0.5248292,-0.96144086,15.0,1
4.9604306,-0.6310464,-0.9719811,55.0,2
5.606119,-0.7151771,-0.8951181,51.0,3
6.2989783,-0.8058004,-0.7797201,13.0,4
8.165824,-1.0460662,-0.720255,10.0,5
10.899361,-1.4001076,-0.5759049,78.0,6
19.759706,-2.5452993,-0.34775665,42.0,7
36.71609,-4.657854,0.6460183,8.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.727903,-0.48549336,-1.0073237,23.0,0
4.113939,-0.53722817,-0.9578417,30.0,1
4.9543037,-0.64784855,-0.9712178,40.0,2
5.6447196,-0.7401348,-0.9016884,51.0,3
6.309904,-0.8295943,-0.7814263,15.0,4
8.0673065,-1.0620811,-0.7118881,13.0,5
10.767682,-1.4214162,-0.56920594,44.0,6
19.685282,-2.6055992,-0.3466048,42.0,7
36.745216,-4.791936,0.6468211,6.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.6802304,-0.49235514,-0.9949004,46.0,0
4.0907927,-0.54873526,-0.9528927,50.0,1
4.9403377,-0.6635702,-0.9689281,37.0,2
5.6362286,-0.75904304,-0.9007498,48.0,3
6.3089375,-0.85188055,-0.78167003,13.0,4
8.039856,-1.0870312,-0.7097963,16.0,5
10.622134,-1.4399446,-0.5617742,34.0,6
19.598791,-2.6637943,-0.3452435,36.0,7
39.189896,-5.249935,0.69017285,100.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.6784894,-0.50519854,-0.9949004,45.0,0
4.0849915,-0.5624798,-0.951993,49.0,1
4.959385,-0.6837609,-0.97312593,40.0,2
5.6511555,-0.781147,-0.9035656,51.0,3
6.2842956,-0.87090015,-0.7789889,16.0,4
8.053775,-1.1175536,-0.71136516,15.0,5
10.502306,-1.4610521,-0.5557032,48.0,6
19.533918,-2.7244563,-0.34426618,36.0,7
37.50131,-5.157046,0.66074806,100.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.6709647,-0.51722723,-0.9933476,61.0,0
4.061777,-0.5737375,-0.94704396,33.0,1
4.958912,-0.7013431,-0.9735075,46.0,2
5.6366596,-0.7992046,-0.9016884,65.0,3
6.393242,-0.9087547,-0.792882,18.0,4
8.055742,-1.1465019,-0.7118881,15.0,5
10.669163,-1.5222464,-0.5648097,69.0,6
19.498554,-2.7889447,-0.3438124,30.0,7
22.563108,-3.1830862,0.39774033,100.0,8
nan,nan,nan,nan,9
nan,nan,nan,nan,10
nan,nan,nan,nan,11
nan,nan,nan,nan,12
nan,nan,nan,nan,13
nan,nan,nan,nan,14
nan,nan,nan,nan,15
3.6672246,-0.5297619,-0.9928299,68.0,0
4.0867505,-0.5918224,-0.9533427,16.0,1
